OBJECTID,BIKEFACID,BIKETYPE,BIKE_NAME,STREETNAME,IMPLEMENT,PILOT_PERM,ONE_SIDE,DIRECTION,INSTYR,PROT_TYPE,TRIPLE_A,ADDDATE,MODDATE,SDATE,SOURCE,SACC,Shape__Length
114,BIKEFAC3051,Multi-use Pathway,Shubenacadie Canal Greenway,,Full Implementation,Permanent,,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,391.1542643
115,BIKEFAC3052,Multi-use Pathway,Shubie Park Pedestrian Overpass,,Full Implementation,Permanent,Not Applicable,Bidirectional,,Other,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TPW,Interactive,652.834929
116,BIKEFAC3053,Multi-use Pathway,Carrolls Corner Mastadon Trail,,Full Implementation,Permanent,,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAILS GROUP,Interactive,3859.3208
117,BIKEFAC3054,Multi-use Pathway,MacIntosh Run Community Trail,,Full Implementation,Permanent,Not Applicable,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,9.897784256
118,BIKEFAC3055,Multi-use Pathway,MacIntosh Run Community Trail,,Full Implementation,Permanent,Not Applicable,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1341.365092
119,BIKEFAC3056,Multi-use Pathway,MacIntosh Run Community Trail,,Full Implementation,Permanent,Not Applicable,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,72.42917026
120,BIKEFAC3057,Multi-use Pathway,MacIntosh Run Community Trail,,Full Implementation,Permanent,Not Applicable,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TPW,Interactive,51.7007012
121,BIKEFAC3058,Multi-use Pathway,MacIntosh Run Community Trail,,Full Implementation,Permanent,Not Applicable,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1844.755842
122,BIKEFAC3059,Suggested Bike Route on Local Road,,,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,618.2220836
123,BIKEFAC3060,Multi-use Pathway,MacIntosh Run Community Trail,,Full Implementation,Permanent,Not Applicable,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TPW,Interactive,14.64080615
124,BIKEFAC3061,Multi-use Pathway,MacIntosh Run Community Trail,,Full Implementation,Permanent,Not Applicable,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,17.16150863
125,BIKEFAC3062,Multi-use Pathway,MacIntosh Run Community Trail,,Full Implementation,Permanent,Not Applicable,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,26.61578191
126,BIKEFAC3063,Multi-use Pathway,Sackville Greenway,,Full Implementation,Permanent,,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,514.5763122
127,BIKEFAC3064,Multi-use Pathway,Portland Hills Terminal Pathways,,Full Implementation,Permanent,,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,397.2657662
128,BIKEFAC3065,Multi-use Pathway,,,Full Implementation,Permanent,,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,162.4294842
129,BIKEFAC3066,Multi-use Pathway,Burnside Greenway,,Full Implementation,Permanent,East Side,Bidirectional,,Raised grade separation from roadway,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,685.8930529
130,BIKEFAC3067,Multi-use Pathway,Barrington Street Greenway,Barrington St,Full Implementation,Permanent,East Side,Bidirectional,,Designated cycling path off-street,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,HRM_TRAIL,Interactive,1125.43081
131,BIKEFAC3068,Multi-use Pathway,Portland Hills Terminal Pathways,,Full Implementation,Permanent,,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,80.34671041
132,BIKEFAC3069,Multi-use Pathway,,,Full Implementation,Permanent,,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,122.8950455
133,BIKEFAC3070,Multi-use Pathway,Old Lawrencetown Road Trail,,Full Implementation,Permanent,Not Applicable,Bidirectional,,Designated cycling path off-street,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,276.9246722
134,BIKEFAC3071,Multi-use Pathway,Forest Hills Greenway,,Full Implementation,Permanent,Not Applicable,Bidirectional,,Designated cycling path off-street,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,358.7804932
135,BIKEFAC3072,Multi-use Pathway,Halifax Common Multi-Use Pathways,,Full Implementation,Permanent,Not Applicable,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,198.5106064
136,BIKEFAC3073,Multi-use Pathway,Carrolls Corner Mastadon Trail,,Full Implementation,Permanent,,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1570.608042
137,BIKEFAC3074,Multi-use Pathway,Dartmouth Harbourfront Greenway,,Full Implementation,Permanent,Not Applicable,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TPW,Interactive,361.7399909
138,BIKEFAC3075,Multi-use Pathway,,Dunbrack St,Full Implementation,Permanent,,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,607.0997372
139,BIKEFAC3076,Multi-use Pathway,Blueberry Run Trail,,Full Implementation,Permanent,,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,745.5788564
140,BIKEFAC3077,Multi-use Pathway,Gaetz Brook Connector,,Full Implementation,Permanent,,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,422.5494921
141,BIKEFAC3078,Multi-use Pathway,Long Lake Trails,,Full Implementation,Permanent,Not Applicable,Bidirectional,,Designated cycling path off-street,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1326.353858
142,BIKEFAC3079,Multi-use Pathway,Long Lake Trails,,Full Implementation,Permanent,Not Applicable,Bidirectional,,Designated cycling path off-street,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1672.003968
143,BIKEFAC3080,Multi-use Pathway,Long Lake Trails,,Full Implementation,Permanent,Not Applicable,Bidirectional,,Designated cycling path off-street,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,105.1216905
144,BIKEFAC3081,Multi-use Pathway,Long Lake Trails,,Full Implementation,Permanent,Not Applicable,Bidirectional,,Designated cycling path off-street,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,180.7604538
145,BIKEFAC3082,Multi-use Pathway,Long Lake Trails,,Full Implementation,Permanent,Not Applicable,Bidirectional,,Designated cycling path off-street,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,686.8959253
146,BIKEFAC3083,Multi-use Pathway,Long Lake Trails,,Full Implementation,Permanent,Not Applicable,Bidirectional,,Designated cycling path off-street,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,348.5329911
147,BIKEFAC3084,Multi-use Pathway,Cutler Ave Multi Use Pathway,Culter Ave,Full Implementation,Permanent,West Side,Bidirectional,,Raised grade separation from roadway,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,869.2798332
148,BIKEFAC3085,Multi-use Pathway,Forest Hills Greenway,,Full Implementation,Permanent,Not Applicable,Bidirectional,,Designated cycling path off-street,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,305.6953354
149,BIKEFAC3086,Multi-use Pathway,,,Full Implementation,Permanent,,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,937.100416
150,BIKEFAC3087,Multi-use Pathway,Second Lake Greenway,,Full Implementation,Permanent,,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,759.580424
151,BIKEFAC3088,,,,,,,,,,,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,73.41842266
152,BIKEFAC3089,Multi-use Pathway,Northbrook Park Pathways,,Full Implementation,Permanent,,Bidirectional,,Designated cycling path off-street,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,385.7260211
153,BIKEFAC3090,Multi-use Pathway,Northbrook Park Pathways,,Full Implementation,Permanent,,Bidirectional,,Designated cycling path off-street,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,70.50757984
154,BIKEFAC3091,Multi-use Pathway,Sackville Greenway,,Full Implementation,Permanent,,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1718.122159
155,BIKEFAC3092,Multi-use Pathway,Sackville Greenway,,Full Implementation,Permanent,,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,113.0160113
156,BIKEFAC3093,Multi-use Pathway,Second Lake Greenway,,Full Implementation,Permanent,,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,944.5350092
157,BIKEFAC3094,Multi-use Pathway,Dartmouth Harbourfront Greenway,,Full Implementation,Permanent,Not Applicable,Bidirectional,,Designated cycling path off-street,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,61.69364443
158,BIKEFAC3095,Multi-use Pathway,Dartmouth Harbourfront Greenway,,Full Implementation,Permanent,Not Applicable,Bidirectional,,Designated cycling path off-street,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,300.9565768
159,BIKEFAC3096,Multi-use Pathway,,Gary Martin Dr,Full Implementation,Permanent,East Side,Bidirectional,,Raised grade separation from roadway,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,329.473323
160,BIKEFAC3097,Multi-use Pathway,,Gary Martin Dr,Full Implementation,Permanent,East Side,Bidirectional,,Raised grade separation from roadway,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,672.0921117
161,BIKEFAC3098,Multi-use Pathway,,Gary Martin Dr,Full Implementation,Permanent,East Side,Bidirectional,,Raised grade separation from roadway,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,117.6410458
162,BIKEFAC3099,Multi-use Pathway,,Gary Martin Dr,Full Implementation,Permanent,East Side,Bidirectional,,Raised grade separation from roadway,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,133.3037054
163,BIKEFAC3100,Multi-use Pathway,,Innovation Dr,Full Implementation,Permanent,North Side,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1025.167823
164,BIKEFAC3101,Multi-use Pathway,,Innovation Dr,Full Implementation,Permanent,North Side,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,187.0372209
165,BIKEFAC3102,Multi-use Pathway,,Broad St,Full Implementation,Permanent,East Side,Bidirectional,,Raised grade separation from roadway,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1028.444933
166,BIKEFAC3103,Multi-use Pathway,,Broad St,Full Implementation,Permanent,East Side,Bidirectional,,Raised grade separation from roadway,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1034.049205
167,BIKEFAC3104,Multi-use Pathway,,Broad St,Full Implementation,Permanent,East Side,Bidirectional,,Raised grade separation from roadway,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,158.4694256
168,BIKEFAC3105,Multi-use Pathway,,Broad St,Full Implementation,Permanent,East Side,Bidirectional,,Raised grade separation from roadway,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,434.073853
169,BIKEFAC3202,Multi-use Pathway,Halifax Common Multi-Use Pathways,,Full Implementation,Permanent,Not Applicable,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TPW,Interactive,100.9010419
170,BIKEFAC3203,Multi-use Pathway,Halifax Common Multi-Use Pathways,,Full Implementation,Permanent,Not Applicable,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,261.0362125
171,BIKEFAC3204,Multi-use Pathway,Halifax Common Multi-Use Pathways,,Full Implementation,Permanent,Not Applicable,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TPW,Interactive,258.5254888
172,BIKEFAC3205,Multi-use Pathway,Halifax Common Multi-Use Pathways,,Full Implementation,Permanent,Not Applicable,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TPW,Interactive,46.40176869
173,BIKEFAC3206,Multi-use Pathway,Halifax Common Multi-Use Pathways,,Full Implementation,Permanent,Not Applicable,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TPW,Interactive,80.1704975
174,BIKEFAC3207,Multi-use Pathway,Halifax Common Multi-Use Pathways,,Full Implementation,Permanent,Not Applicable,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TPW,Interactive,47.10231634
175,BIKEFAC3208,Multi-use Pathway,Halifax Common Multi-Use Pathways,,Full Implementation,Permanent,Not Applicable,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TPW,Interactive,52.31163687
176,BIKEFAC3209,Multi-use Pathway,Halifax Common Multi-Use Pathways,,Full Implementation,Permanent,Not Applicable,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TPW,Interactive,26.84458966
177,BIKEFAC3210,Multi-use Pathway,Halifax Common Multi-Use Pathways,,Full Implementation,Permanent,Not Applicable,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TPW,Interactive,130.8132051
178,BIKEFAC3211,Multi-use Pathway,Halifax Common Multi-Use Pathways,,Full Implementation,Permanent,Not Applicable,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TPW,Interactive,67.64584517
179,BIKEFAC3212,Multi-use Pathway,Halifax Common Multi-Use Pathways,,Full Implementation,Permanent,Not Applicable,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,82.49361925
180,BIKEFAC3213,Multi-use Pathway,Halifax Common Multi-Use Pathways,,Full Implementation,Permanent,Not Applicable,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TPW,Interactive,44.83930507
181,BIKEFAC3214,Painted Bike Lane,Dunbrack Street Painted Bike Lanes,Dunbrack St,Full Implementation,Permanent,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1074.603326
182,BIKEFAC3215,Painted Bike Lane,Dunbrack Street Painted Bike Lanes,Dunbrack St,Full Implementation,Permanent,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1063.346652
183,BIKEFAC3216,Painted Bike Lane,Purcells Cove Rd Painted Bike Lanes,Purcells Cove Rd,,,,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,55.92723759
184,BIKEFAC3217,Painted Bike Lane,Purcells Cove Rd Painted Bike Lanes,Purcells Cove Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1548.898822
185,BIKEFAC3218,Painted Bike Lane,Williams Lake Rd Painted Bike Lanes,Williams Lake Rd,Full Implementation,Permanent,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1470.684941
186,BIKEFAC3219,Painted Bike Lane,Old Sambro Rd Painted Bike Lanes,Old Sambro Rd,Full Implementation,Permanent,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,865.6914036
187,BIKEFAC3220,Painted Bike Lane,Windsor Street Painted Bike Lanes,Windsor Street,Full Implementation,Permanent,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,191.0570524
188,BIKEFAC3221,Painted Bike Lane,Purcells Cove Rd Painted Bike Lanes,Purcells Cove Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1720.648977
189,BIKEFAC3222,Painted Bike Lane,Herring Cove Rd Painted Bike Lanes,Herring Cove Rd,Full Implementation,Permanent,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,3234.580439
190,BIKEFAC3223,Painted Bike Lane,Purcells Cove Rd Painted Bike Lanes,Purcells Cove Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,4164.040067
191,BIKEFAC3224,Painted Bike Lane,Windsor Street Painted Bike Lanes,Windsor Street,Full Implementation,Permanent,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,112.1866172
192,BIKEFAC3225,Painted Bike Lane,Windsor Street Painted Bike Lanes,Windsor Street,Full Implementation,Permanent,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,117.123056
193,BIKEFAC3226,Painted Bike Lane,Windsor Street Painted Bike Lanes,Windsor Street,Full Implementation,Permanent,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,330.1784643
194,BIKEFAC3227,Painted Bike Lane,Windsor Street Painted Bike Lanes,Windsor Street,Full Implementation,Permanent,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,79.23722765
195,BIKEFAC3228,Painted Bike Lane,Windsor Street Painted Bike Lanes,Windsor Street,Full Implementation,Permanent,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,62.98057218
196,BIKEFAC3229,Painted Bike Lane,Bell Road Painted Bike Lanes,Bell Rd,Full Implementation,Permanent,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,331.7059592
197,BIKEFAC3230,Painted Bike Lane,Bell Road Painted Bike Lanes,Bell Rd,Full Implementation,Permanent,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,359.0240274
198,BIKEFAC3231,Painted Bike Lane,South Park Painted Bike Lanes,South Park Street,Full Implementation,Permanent,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,357.0861522
199,BIKEFAC3232,Suggested Bike Route on Main Road,,South Park St,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,41.13701554
200,BIKEFAC3233,Painted Bike Lane,Lower Water Street Painted Bike Lane,Lower Water St,Full Implementation,Permanent,East Side,Unidirectional Northbound,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,242.0006733
201,BIKEFAC3138,Multi-use Pathway,Halifax Common Multi-Use Pathways,,Full Implementation,Permanent,Not Applicable,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,34.25775589
202,BIKEFAC3139,Multi-use Pathway,Halifax Common Multi-Use Pathways,,Full Implementation,Permanent,Not Applicable,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,29.85891595
203,BIKEFAC3140,Multi-use Pathway,Cobequid Road Multi Use Pathway,Cobequid Rd,Full Implementation,Permanent,North Side,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,832.7317978
204,BIKEFAC3141,Multi-use Pathway,George Dixon Centre Pathway,,Full Implementation,Permanent,Not Applicable,Bidirectional,,Designated cycling path off-street,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,239.6097299
205,BIKEFAC3142,Multi-use Pathway,,St Margaretes Bay Rd,Full Implementation,Permanent,North Side,Bidirectional,,Designated cycling path off-street,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,512.835207
206,BIKEFAC3143,Multi-use Pathway,,Hobson Lake Dr,Full Implementation,Permanent,,Bidirectional,,Designated cycling path off-street,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TPW,Interactive,299.6686727
207,BIKEFAC3144,Multi-use Pathway,Conrose Park MUP,,Full Implementation,Permanent,Not Applicable,Bidirectional,,Designated cycling path off-street,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,155.9669402
208,BIKEFAC3145,Multi-use Pathway,Shubenacadie Canal Greenway,,Full Implementation,Permanent,Not Applicable,Bidirectional,,Designated cycling path off-street,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,412.0196646
209,BIKEFAC3146,,,,,,,,,,,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,66.79068256
210,BIKEFAC3147,Multi-use Pathway,Blueberry Run Trail,,Full Implementation,Permanent,,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,4029.855643
211,BIKEFAC3148,Multi-use Pathway,Blueberry Run Trail,,Full Implementation,Permanent,,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,145.2731926
